x1,x2
10.13036508138902,13.090709315373884
9.95172987345343,13.014802841843151
10.308289775161473,12.90664190526491
9.91285565105023,13.216308949731568
10.082875514154107,12.961973800800815
10.071958444720082,12.660285689957043
10.146984427408292,12.85754593754932
10.045143577320022,13.297848212035992
9.992468045619722,12.698734742544723
9.892194184436223,12.838182845569316
9.999017770778435,13.102308783754044
9.995510271659203,12.914463997120567
9.7231463683474,13.140801473338644
9.89689292776664,12.867553514853087
10.362815983380637,13.082840536988307
10.218119954359764,12.949097359383714
10.077596600541604,13.225064633352854
9.924397173406824,13.165250992574059
10.11539541656752,13.39532411078921
9.923076927878459,13.349845037771924
10.293393273402232,12.905817210124866
9.876656478448238,13.016004251816067
10.053074469442853,12.746619121527207
9.846696569559883,13.02806898800277
10.025922501681013,13.14504250821706
9.822856668047741,13.2352572267213
10.300710239847641,13.107269268281936
10.030092295594613,13.020689020466707
9.714952658012836,13.260790390655892
10.103053261701511,13.237013432292763
9.8135419670132,13.137075460697261
10.081913957274931,13.080028869436896
10.030831600067334,13.099701463093727
10.088807452878264,12.935231724414715
9.990084546817256,13.431957415530256
9.938537310543438,13.11858890969016
9.769450133528196,12.798932232260034
9.842934490545034,13.32890095059355
9.73770212495018,13.004565985195946
9.79286898170954,13.266001808808024
11.420191113794807,11.028674598790264
10.85877232226187,10.69282951262395
11.081768682047196,10.964671711499626
11.018512179131978,10.650643092288169
10.893992742242398,11.244575680000422
11.205716670851608,11.231522710293397
10.939091880497111,10.962589805977126
11.261140361033258,10.968699008871406
10.785960371606578,11.308064476736936
10.77028891352768,11.083092652378381
10.89483645180756,11.514440444234042
10.96057100789132,10.59545020069666
10.85804125578819,10.94624522701512
11.016773320724942,11.01257803979581
11.292953481047487,11.031680916339491
10.93752768473403,10.898106234046741
11.055422162464202,11.014969639921885
10.889845989137307,11.282530883333093
11.050722703116076,10.84734327584402
11.137876677600504,10.877523983837069
10.874920710649306,10.98781983918663
10.942823887052155,10.947834192291964
10.790600267692442,10.99853435919144
10.95497515344068,11.144506065040828
11.034626751498728,11.321985380387014
11.192450598476267,10.947774845238106
10.881507876037292,10.635833267545813
